Accession	Organism	Kingdom	Sequence length	SP cleavage	N-term transmembrane
P36078	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	116		False
Q8LFW5	Arabidopsis thaliana	Viridiplantae	277		False
Q86WV6	Homo sapiens	Metazoa	379		True
P09007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		False
Q9NK54	Drosophila melanogaster	Metazoa	1711		False
P38779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		False
P14137	Rattus norvegicus	Metazoa	526		False
P07910	Homo sapiens	Metazoa	306		False
Q68E01	Homo sapiens	Metazoa	1043		False
Q9XUK2	Caenorhabditis elegans	Metazoa	307		False
P29084	Homo sapiens	Metazoa	291		False
Q9H204	Homo sapiens	Metazoa	178		False
Q8TB37	Homo sapiens	Metazoa	319		False
Q12386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881		False
Q9NX47	Homo sapiens	Metazoa	278		False
P19173	Ipomoea batatas	Viridiplantae	64		True
O75387	Homo sapiens	Metazoa	559		True
P37382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297		False
P13164	Homo sapiens	Metazoa	125		True
Q93VT9	Arabidopsis thaliana	Viridiplantae	220		False
Q9H869	Homo sapiens	Metazoa	796		False
Q6ZQX7	Homo sapiens	Metazoa	453		False
Q9R0N6	Mus musculus	Metazoa	395		True
P81183	Mus musculus	Metazoa	526		False
Q6A037	Mus musculus	Metazoa	893		False
P40326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108		False
P05375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206		True
Q9NZN3	Homo sapiens	Metazoa	535		False
P0DW81	Homo sapiens	Metazoa	44		False
P33893	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541		False
P10824	Rattus norvegicus	Metazoa	354		False
Q9NXW2	Homo sapiens	Metazoa	375		False
P32493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	518		False
P32500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655		True
Q969P5	Homo sapiens	Metazoa	355		False
A2A9C3	Mus musculus	Metazoa	3431		False
P12686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339		False
Q05776	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		False
Q8R4P5	Mus musculus	Metazoa	757		False
Q9Y5N6	Homo sapiens	Metazoa	252		False
Q9HFE6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	478		False
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		False
P56286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	306		False
Q283Q6	Xenopus laevis	Metazoa	784		False
P98200	Mus musculus	Metazoa	1148		True
D6VTK4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431		True
Q9H008	Homo sapiens	Metazoa	270		False
Q6ZV65	Homo sapiens	Metazoa	393		False
O14497	Homo sapiens	Metazoa	2285		False
Q9UT32	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	373		False
F4IV66	Arabidopsis thaliana	Viridiplantae	1001		False
Q3MIR4	Homo sapiens	Metazoa	351		True
Q96IL0	Homo sapiens	Metazoa	206		False
Q9LXR9	Arabidopsis thaliana	Viridiplantae	348		False
A0JNW5	Homo sapiens	Metazoa	1464		False
O42647	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		False
P86397	Homo sapiens	Metazoa	168		False
Q3E772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	92		False
Q9NTI7	Homo sapiens	Metazoa	297		False
P13621	Bos taurus	Metazoa	213		False
Q19LA2	Colocasia esculenta	Viridiplantae	84		False
P25618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	953		True
Q9CQQ7	Mus musculus	Metazoa	256		False
Q9SM57	Pisum sativum	Viridiplantae	177		False
P32505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525		False
Q9VLD6	Drosophila melanogaster	Metazoa	315		False
Q12874	Homo sapiens	Metazoa	501		False
Q96AE7	Homo sapiens	Metazoa	1141		False
Q9UHH9	Homo sapiens	Metazoa	426		False
Q5T890	Homo sapiens	Metazoa	1550		False
Q03330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	439		False
Q96B49	Homo sapiens	Metazoa	74		False
O70258	Mus musculus	Metazoa	437		False
O43808	Homo sapiens	Metazoa	307		True
O74876	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357		False
Q9NUX5	Homo sapiens	Metazoa	634		False
Q49MI3	Homo sapiens	Metazoa	558		False
P42937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148		False
Q93WE4	Arabidopsis thaliana	Viridiplantae	216		False
O14114	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1190		False
Q9P7E0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	79		True
Q8JFY9	Xenopus laevis	Metazoa	292		False
O74971	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261		False
P82916	Bos taurus	Metazoa	130		False
P50534	Drosophila melanogaster	Metazoa	773		False
Q91VJ2	Mus musculus	Metazoa	260		False
O54982	Mus musculus	Metazoa	1121		True
P25632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483		False
P22734	Rattus norvegicus	Metazoa	264		True
Q9P802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		False
Q12102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	859		False
Q3V0Q6	Mus musculus	Metazoa	470		False
P46060	Homo sapiens	Metazoa	587		False
Q6Z6M4	Oryza sativa subsp. japonica	Viridiplantae	572		False
Q9VX31	Drosophila melanogaster	Metazoa	1105		False
P53196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		False
P12354	Spinacia oleracea	Viridiplantae	125		False
Q19872	Caenorhabditis elegans	Metazoa	268		False
Q9BWW7	Homo sapiens	Metazoa	348		False
O14336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461		False
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310		False
Q96L08	Homo sapiens	Metazoa	255		False
P12524	Homo sapiens	Metazoa	364		False
O75508	Homo sapiens	Metazoa	207		True
Q9UBE0	Homo sapiens	Metazoa	346		False
P19973	Mus musculus	Metazoa	330		False
P40917	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		False
B9EJG8	Homo sapiens	Metazoa	249		True
Q05583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		False
Q9VAH9	Drosophila melanogaster	Metazoa	597		False
P80147	Sus scrofa	Metazoa	500		False
O45784	Caenorhabditis elegans	Metazoa	183		False
O14776	Homo sapiens	Metazoa	1098		False
Q6E434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	485		False
P83006	Rattus norvegicus	Metazoa	390		False
Q4KMQ1	Homo sapiens	Metazoa	711		False
Q9UTP3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	59		False
Q9H467	Homo sapiens	Metazoa	287		False
P38137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543		False
Q9UHV7	Homo sapiens	Metazoa	2174		False
O13297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549		False
P84148	Candida albicans	Fungi	181		False
Q9Y3A0	Homo sapiens	Metazoa	265		False
Q86X51	Homo sapiens	Metazoa	503		False
P38193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		False
A2A288	Homo sapiens	Metazoa	527		False
P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		False
Q05043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		False
O94913	Homo sapiens	Metazoa	1555		False
Q08470	Drosophila pseudoobscura pseudoobscura	Metazoa	1166		False
P05423	Homo sapiens	Metazoa	398		False
Q9NYT0	Homo sapiens	Metazoa	353		False
Q8NDV2	Homo sapiens	Metazoa	337		True
Q9VEC3	Drosophila melanogaster	Metazoa	648		False
A2ARP9	Mus musculus	Metazoa	588		False
Q8IYB3	Homo sapiens	Metazoa	904		False
P38772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		False
Q9W148	Drosophila melanogaster	Metazoa	731		False
Q5VWG9	Homo sapiens	Metazoa	929		False
Q6ZJM9	Oryza sativa subsp. japonica	Viridiplantae	563		False
Q99LW6	Mus musculus	Metazoa	179		False
P29509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319		False
O94916	Homo sapiens	Metazoa	1531		False
O74828	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	682		False
P61604	Homo sapiens	Metazoa	102		False
Q9HAW0	Homo sapiens	Metazoa	419		False
P06701	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	978		False
Q14241	Homo sapiens	Metazoa	772		False
Q8BTW8	Mus musculus	Metazoa	588		False
P38883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	763		False
Q06409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1932		False
P38313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	324		False
Q9QZR8	Rattus norvegicus	Metazoa	2766		False
Q8NI35	Homo sapiens	Metazoa	1801		False
Q9URY2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	474		False
O00198	Homo sapiens	Metazoa	91		True
A1Z8P9	Drosophila melanogaster	Metazoa	2346		False
Q9UF56	Homo sapiens	Metazoa	701		False
Q9LVM5	Arabidopsis thaliana	Viridiplantae	324		False
O75971	Homo sapiens	Metazoa	98		False
Q9V8P9	Drosophila melanogaster	Metazoa	1038		False
Q9VFK6	Drosophila melanogaster	Metazoa	691		False
Q6PJT7	Homo sapiens	Metazoa	736		False
G5EGP4	Caenorhabditis elegans	Metazoa	865		False
Q53GS7	Homo sapiens	Metazoa	698		False
Q96MF7	Homo sapiens	Metazoa	247		False
P15315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225		False
P56778	Arabidopsis thaliana	Viridiplantae	473		True
Q9UGC7	Homo sapiens	Metazoa	380		False
Q9P2G3	Homo sapiens	Metazoa	628		False
Q9H814	Homo sapiens	Metazoa	394		False
Q08182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245		False
Q9FPW4	Arabidopsis thaliana	Viridiplantae	614		False
Q9LXT3	Arabidopsis thaliana	Viridiplantae	142		False
Q95Y80	Caenorhabditis elegans	Metazoa	853		False
Q8MQX9	Drosophila melanogaster	Metazoa	1174		False
A0A509AKT6	Plasmodium berghei (strain Anka)	Other	455		True
Q9BWK5	Homo sapiens	Metazoa	157		False
Q9QWH1	Mus musculus	Metazoa	850		False
P87233	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461		False
F4JP52	Arabidopsis thaliana	Viridiplantae	826		False
O20029	Chlamydomonas reinhardtii	Viridiplantae	191		False
Q9Y2L1	Homo sapiens	Metazoa	958		False
Q94AV5	Arabidopsis thaliana	Viridiplantae	459		False
P57741	Arabidopsis thaliana	Viridiplantae	195		False
Q06497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328		True
P40023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145		False
O22267	Arabidopsis thaliana	Viridiplantae	1122		True
Q9C5Z3	Arabidopsis thaliana	Viridiplantae	441		False
Q96EB1	Homo sapiens	Metazoa	424		False
Q9ZVL6	Arabidopsis thaliana	Viridiplantae	285		False
Q08977	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	551		False
Q10154	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		False
Q93062	Homo sapiens	Metazoa	196		False
P33400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625		False
Q9Z2Q2	Mus musculus	Metazoa	478		False
P32432	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	683		False
Q9Y5Q5	Homo sapiens	Metazoa	1042		True
Q91WK7	Mus musculus	Metazoa	299		False
O09171	Rattus norvegicus	Metazoa	407		False
O95833	Homo sapiens	Metazoa	236		True
Q23794	Chironomus tentans	Metazoa	99		False
Q96KM6	Homo sapiens	Metazoa	892		False
P83111	Homo sapiens	Metazoa	547		False
Q12513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150		False
O95433	Homo sapiens	Metazoa	338		False
Q7ZT01	Xenopus laevis	Metazoa	210		False
Q9FFF5	Arabidopsis thaliana	Viridiplantae	241		False
Q940H2	Arabidopsis thaliana	Viridiplantae	237		False
Q12056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156		False
Q91YD4	Mus musculus	Metazoa	1506		False
O14980	Homo sapiens	Metazoa	1071		False
Q7TNS8	Mus musculus	Metazoa	369		False
Q20992	Caenorhabditis elegans	Metazoa	667		False
Q10164	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1275		False
Q9CPP6	Mus musculus	Metazoa	116		False
Q9FFG0	Arabidopsis thaliana	Viridiplantae	248		False
Q07807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	879		False
Q9FNB0	Arabidopsis thaliana	Viridiplantae	1381		False
Q921G6	Mus musculus	Metazoa	680		False
O14492	Homo sapiens	Metazoa	632		False
P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721		False
Q3U6Q4	Mus musculus	Metazoa	756		False
Q38942	Arabidopsis thaliana	Viridiplantae	349		False
P53850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		False
Q0JFZ0	Oryza sativa subsp. japonica	Viridiplantae	247		False
Q8N5A5	Homo sapiens	Metazoa	531		False
Q92522	Homo sapiens	Metazoa	213		False
O65258	Arabidopsis thaliana	Viridiplantae	542		False
Q09904	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1159		False
Q6NVF4	Mus musculus	Metazoa	1074		False
Q6Z2G7	Oryza sativa subsp. japonica	Viridiplantae	361		False
P42677	Homo sapiens	Metazoa	84		False
Q9P0P8	Homo sapiens	Metazoa	240		False
Q9CZW6	Mus musculus	Metazoa	359		False
Q8VEK3	Mus musculus	Metazoa	800		False
Q8GZR2	Euglena gracilis	Other	496		False
P53032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299		False
Q8NFJ9	Homo sapiens	Metazoa	593		False
P53246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	860		False
Q12789	Homo sapiens	Metazoa	2109		False
Q12457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	570		False
Q9Y5U8	Homo sapiens	Metazoa	109		True
Q8GSJ6	Arabidopsis thaliana	Viridiplantae	154		True
Q3UZP0	Mus musculus	Metazoa	555		False
Q9VPF9	Drosophila melanogaster	Metazoa	373		False
Q14693	Homo sapiens	Metazoa	890		False
O74518	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	336		False
O54957	Mus musculus	Metazoa	242		True
Q9S9N6	Arabidopsis thaliana	Viridiplantae	461		False
A1Z9P3	Drosophila melanogaster	Metazoa	1576		False
Q64267	Mus musculus	Metazoa	272		False
Q12753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	694		False
O64517	Arabidopsis thaliana	Viridiplantae	418		False
P09547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1314		False
Q7L4E1	Homo sapiens	Metazoa	593		True
P20143	Hordeum vulgare	Viridiplantae	143		False
Q8IZY5	Homo sapiens	Metazoa	108		False
Q4WIN1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	988		False
Q80T22	Rattus norvegicus	Metazoa	484		True
Q8ISM1	Giardia intestinalis	Other	755		False
Q9M2Q6	Arabidopsis thaliana	Viridiplantae	354		False
P54920	Homo sapiens	Metazoa	295		False
Q06188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304		False
Q9HAW4	Homo sapiens	Metazoa	1339		False
Q9BYN7	Homo sapiens	Metazoa	854		False
Q5HZJ0	Mus musculus	Metazoa	1373		False
Q7RYW7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396		False
Q60465	Cricetulus longicaudatus	Metazoa	590		False
Q9M658	Arabidopsis thaliana	Viridiplantae	2001		False
Q92540	Homo sapiens	Metazoa	1137		False
F4K2A1	Arabidopsis thaliana	Viridiplantae	571		False
Q6PE84	Mus musculus	Metazoa	287		True
P53620	Bos taurus	Metazoa	874		False
Q9NTZ6	Homo sapiens	Metazoa	932		False
A4GSN8	Arabidopsis thaliana	Viridiplantae	2093		False
P53239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		False
Q921E6	Mus musculus	Metazoa	441		False
P0CJ62	Xenopus laevis	Metazoa	239		False
P38830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	627		False
Q99M87	Mus musculus	Metazoa	480		False
Q8K585	Rattus norvegicus	Metazoa	107		False
Q9ZV06	Arabidopsis thaliana	Viridiplantae	236		False
Q9C0C7	Homo sapiens	Metazoa	1298		False
Q23500	Caenorhabditis elegans	Metazoa	887		False
Q9SD80	Arabidopsis thaliana	Viridiplantae	54		True
Q9LYB9	Arabidopsis thaliana	Viridiplantae	186		False
Q12972	Homo sapiens	Metazoa	351		False
P53287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		False
Q6Y685	Mus musculus	Metazoa	774		False
P53171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287		False
Q7SHB2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	348		False
Q04359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397		False
Q9P7G6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566		False
Q45FA5	Physarum polycephalum	Other	426		False
P08153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	709		False
Q02354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		False
P43594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	170		False
Q16873	Homo sapiens	Metazoa	150		True
O04249	Arabidopsis thaliana	Viridiplantae	513		True
Q9H0U6	Homo sapiens	Metazoa	180		False
O13859	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	285		False
P51175	Mus musculus	Metazoa	477		False
Q3ZBF9	Bos taurus	Metazoa	296		False
Q99728	Homo sapiens	Metazoa	777		False
Q8IWA0	Homo sapiens	Metazoa	830		False
Q9UJA2	Homo sapiens	Metazoa	301		False
Q12220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	943		False
Q9VV73	Drosophila melanogaster	Metazoa	841		False
Q7Z4T9	Homo sapiens	Metazoa	767		False
Q15543	Homo sapiens	Metazoa	124		False
Q9D6J5	Mus musculus	Metazoa	186		False
Q96GX5	Homo sapiens	Metazoa	879		False
O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293		False
Q8IWZ6	Homo sapiens	Metazoa	715		False
Q94JV5	Arabidopsis thaliana	Viridiplantae	307		False
Q94CE5	Arabidopsis thaliana	Viridiplantae	504		False
P43244	Rattus norvegicus	Metazoa	845		False
Q9DEX1	Xenopus laevis	Metazoa	560		False
Q8N8R5	Homo sapiens	Metazoa	385		False
A0SVK0	Arabidopsis thaliana	Viridiplantae	291		False
Q6WKZ7	Mus musculus	Metazoa	506		False
F4KFT7	Arabidopsis thaliana	Viridiplantae	617		False
Q9C0E2	Homo sapiens	Metazoa	1151		False
P38989	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1170		False
Q5JPH6	Homo sapiens	Metazoa	523		False
Q86YI8	Homo sapiens	Metazoa	300		False
P35639	Mus musculus	Metazoa	168		False
Q8CFC7	Mus musculus	Metazoa	668		False
O74991	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	577		False
O15027	Homo sapiens	Metazoa	2357		False
Q9Y3D5	Homo sapiens	Metazoa	142		False
Q07139	Mus musculus	Metazoa	913		False
P18409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	493		False
Q9FZ89	Arabidopsis thaliana	Viridiplantae	123		False
Q9HDB9	Homo sapiens	Metazoa	667		False
Q9SXZ2	Arabidopsis thaliana	Viridiplantae	175		False
Q8BMD2	Mus musculus	Metazoa	852		False
Q6Q5X2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	51		False
O43913	Homo sapiens	Metazoa	435		False
Q02038	Sus scrofa	Metazoa	704		False
Q9P0Z9	Homo sapiens	Metazoa	390		False
Q6ZT62	Homo sapiens	Metazoa	677		False
Q7TNT2	Mus musculus	Metazoa	515		False
Q07020	Homo sapiens	Metazoa	188		False
O43918	Homo sapiens	Metazoa	545		False
P62331	Mus musculus	Metazoa	175		False
Q8WQX5	Trypanosoma brucei brucei	Other	976		False
Q8RWL4	Arabidopsis thaliana	Viridiplantae	349		False
Q9W4S7	Drosophila melanogaster	Metazoa	717		False
Q6PAC3	Mus musculus	Metazoa	445		False
P55199	Homo sapiens	Metazoa	621		False
P43122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	407		False
O00841	Dictyostelium discoideum	Other	802		False
Q15477	Homo sapiens	Metazoa	1246		False
Q9YH58	Gallus gallus	Metazoa	541		False
P40014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		False
P30085	Homo sapiens	Metazoa	196		False
O15504	Homo sapiens	Metazoa	423		False
Q09146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399		False
O74771	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	374		False
Q9NUL5	Homo sapiens	Metazoa	291		False
P30557	Mus musculus	Metazoa	365		True
B5TYT3	Arabidopsis thaliana	Viridiplantae	771		True
P53220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239		True
Q8WSR2	Ascaris suum	Metazoa	141		True
Q95T19	Drosophila melanogaster	Metazoa	464		False
Q12156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149		False
Q20745	Caenorhabditis elegans	Metazoa	1111		False
Q6ZIK5	Oryza sativa subsp. japonica	Viridiplantae	394		False
Q13277	Homo sapiens	Metazoa	289		False
P82248	Spinacia oleracea	Viridiplantae	168		False
Q3KRA9	Homo sapiens	Metazoa	238		False
A0A2H1A5W4	Candidozyma auris	Fungi	679		False
O23144	Arabidopsis thaliana	Viridiplantae	612		False
P04080	Homo sapiens	Metazoa	98		False
Q75WF1	Vanrija humicola	Fungi	370		False
P48382	Homo sapiens	Metazoa	616		False
O70343	Mus musculus	Metazoa	797		False
P32451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375		False
Q9BUU2	Homo sapiens	Metazoa	404		False
Q8W191	Arabidopsis thaliana	Viridiplantae	149		False
Q63HR2	Homo sapiens	Metazoa	1409		False
P09132	Homo sapiens	Metazoa	144		False
Q96BP2	Homo sapiens	Metazoa	118		False
P47096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		False
Q5DT39	Rattus norvegicus	Metazoa	243		True
P40362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594		False
P41812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875		False
Q8ITW8	Caenorhabditis elegans	Metazoa	504		False
Q86NP2	Drosophila melanogaster	Metazoa	1251		False
Q5VY09	Homo sapiens	Metazoa	327		False
Q9BQ52	Homo sapiens	Metazoa	826		False
Q9WU12	Mus musculus	Metazoa	71		False
O70361	Mus musculus	Metazoa	1113		False
Q05123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467		False
A9D2P7	Caenorhabditis elegans	Metazoa	672		False
P47050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	842		False
P87074	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	778		False
Q9JIR4	Rattus norvegicus	Metazoa	1615		False
Q12354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227		False
F4KHG6	Arabidopsis thaliana	Viridiplantae	489		False
O04479	Arabidopsis thaliana	Viridiplantae	199		False
