Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
P38345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138		0	FALSE	2
A1ZAW0	Drosophila melanogaster	Metazoa	1722		0	FALSE	4
O60733	Homo sapiens	Metazoa	806		0	FALSE	0
Q9HD23	Homo sapiens	Metazoa	443		0	FALSE	4
Q9UBP6	Homo sapiens	Metazoa	276		0	FALSE	3
Q9UBI1	Homo sapiens	Metazoa	195		0	FALSE	0
P07978	Mus musculus	Metazoa	107		0	FALSE	1
Q24459	Drosophila melanogaster	Metazoa	1043		0	FALSE	3
Q7SG49	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	414		0	FALSE	4
P32897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		0	TRUE	4
Q8TBK2	Homo sapiens	Metazoa	473		0	FALSE	0
Q9Y2F5	Homo sapiens	Metazoa	2266		0	FALSE	2
Q20733	Caenorhabditis elegans	Metazoa	900		0	FALSE	4
P38996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	802		0	FALSE	2
Q86WV5	Homo sapiens	Metazoa	123		0	FALSE	0
P36877	Rattus norvegicus	Metazoa	443		0	FALSE	4
Q8BTQ0	Mus musculus	Metazoa	241		0	FALSE	2
Q8LGI2	Arabidopsis thaliana	Viridiplantae	454		0	FALSE	3
Q86WV1	Homo sapiens	Metazoa	359		0	FALSE	4
Q24562	Drosophila melanogaster	Metazoa	416		0	FALSE	0
Q99N92	Mus musculus	Metazoa	148		0	FALSE	1
O95707	Homo sapiens	Metazoa	220		0	FALSE	1
Q99675	Homo sapiens	Metazoa	332		0	FALSE	4
Q708Y0	Arabidopsis thaliana	Viridiplantae	623		0	FALSE	1
Q9ZST4	Arabidopsis thaliana	Viridiplantae	196		0	FALSE	3
Q9LKA0	Arabidopsis thaliana	Viridiplantae	259		0	FALSE	1
Q6PDY0	Mus musculus	Metazoa	202		0	FALSE	3
Q9NVU7	Homo sapiens	Metazoa	687		0	FALSE	4
P18887	Homo sapiens	Metazoa	633		0	FALSE	1
Q62209	Mus musculus	Metazoa	993		0	FALSE	1
Q5T200	Homo sapiens	Metazoa	1668		0	FALSE	0
Q9VYQ0	Drosophila melanogaster	Metazoa	172		0	FALSE	4
Q9NWT1	Homo sapiens	Metazoa	392		0	FALSE	4
Q9D742	Mus musculus	Metazoa	170		0	FALSE	0
Q8K0B2	Mus musculus	Metazoa	537		0	TRUE	4
Q5JVF3	Homo sapiens	Metazoa	399		0	FALSE	0
Q9ZQZ6	Arabidopsis thaliana	Viridiplantae	263		0	FALSE	1
Q9NXE8	Homo sapiens	Metazoa	425		0	FALSE	3
P24642	Bufo japonicus	Metazoa	40		0	FALSE	3
Q9XH37	Oryza sativa subsp. indica	Viridiplantae	277		0	FALSE	2
Q86B87	Drosophila melanogaster	Metazoa	610		0	FALSE	1
Q17602	Caenorhabditis elegans	Metazoa	1390		0	FALSE	2
Q9H7D7	Homo sapiens	Metazoa	661		0	FALSE	1
Q6ZSB9	Homo sapiens	Metazoa	765		0	FALSE	0
Q8CJ27	Mus musculus	Metazoa	3122		0	FALSE	1
O94826	Homo sapiens	Metazoa	608		0	TRUE	0
P0DOW4	Ramazzottius varieornatus	Metazoa	445		0	FALSE	2
O74350	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		0	FALSE	3
Q96VH4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193		0	FALSE	3
Q12146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194		0	FALSE	2
Q62674	Rattus norvegicus	Metazoa	648		0	TRUE	4
Q1MTQ9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180		0	FALSE	1
Q43295	Arabidopsis thaliana	Viridiplantae	276		0	FALSE	2
Q61234	Mus musculus	Metazoa	503		0	FALSE	1
M0R3Q7	Rattus norvegicus	Metazoa	905		0	FALSE	4
P63242	Mus musculus	Metazoa	154		0	FALSE	2
A3BK75	Oryza sativa subsp. japonica	Viridiplantae	482		0	FALSE	1
P27472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705		0	FALSE	0
Q3UN04	Mus musculus	Metazoa	517		0	TRUE	3
F4HZG9	Arabidopsis thaliana	Viridiplantae	493		0	FALSE	1
Q38946	Arabidopsis thaliana	Viridiplantae	411		0	FALSE	3
Q55GF9	Dictyostelium discoideum	Other	1320		0	FALSE	2
P24473	Rattus norvegicus	Metazoa	226		0	FALSE	4
O09111	Mus musculus	Metazoa	151		0	TRUE	3
Q8BY35	Mus musculus	Metazoa	655		0	FALSE	2
Q15796	Homo sapiens	Metazoa	467		0	FALSE	4
Q9P7J2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203		0	FALSE	3
P40486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507		0	FALSE	4
O59858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	158		0	FALSE	1
O74489	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	329		0	FALSE	4
Q7TP54	Rattus norvegicus	Metazoa	1310		0	FALSE	4
Q15287	Homo sapiens	Metazoa	305		0	FALSE	2
Q9QYK3	Rattus norvegicus	Metazoa	287		0	FALSE	0
Q8TDB4	Homo sapiens	Metazoa	240		0	TRUE	4
P32962	Arabidopsis thaliana	Viridiplantae	339		0	FALSE	1
P42845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420		0	FALSE	1
Q9SHE8	Arabidopsis thaliana	Viridiplantae	221		0	FALSE	3
O13758	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361		0	FALSE	3
Q99NF1	Mus musculus	Metazoa	532		0	FALSE	4
Q07914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168		0	TRUE	2
Q02100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647		0	FALSE	0
P53352	Gallus gallus	Metazoa	877		0	FALSE	0
Q9QYW0	Rattus norvegicus	Metazoa	523		0	FALSE	0
P07884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428		0	FALSE	1
Q9FJW4	Arabidopsis thaliana	Viridiplantae	154		0	FALSE	2
Q3E798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87		0	TRUE	1
Q8WVT3	Homo sapiens	Metazoa	735		0	FALSE	3
Q9NWU5	Homo sapiens	Metazoa	206		0	FALSE	3
Q01842	Drosophila melanogaster	Metazoa	732		0	FALSE	4
Q9JHU6	Rattus norvegicus	Metazoa	180		0	FALSE	3
Q9ZUT3	Arabidopsis thaliana	Viridiplantae	273		0	TRUE	0
Q99P21	Mus musculus	Metazoa	515		0	FALSE	2
Q1M168	Rattus norvegicus	Metazoa	372		0	FALSE	4
Q9VQB6	Drosophila melanogaster	Metazoa	971		0	FALSE	1
O94225	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	474		0	FALSE	2
Q9SGY2	Arabidopsis thaliana	Viridiplantae	423		0	FALSE	4
Q8NFG4	Homo sapiens	Metazoa	579		0	FALSE	4
Q5T197	Homo sapiens	Metazoa	706		0	TRUE	4
Q9W2H9	Drosophila melanogaster	Metazoa	541		0	FALSE	4
Q02410	Homo sapiens	Metazoa	837		0	FALSE	4
P29617	Drosophila melanogaster	Metazoa	1703		0	FALSE	2
Q09847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1325		0	FALSE	4
Q96EH3	Homo sapiens	Metazoa	234		0	FALSE	2
Q9NP77	Homo sapiens	Metazoa	194		0	FALSE	3
P46959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383		0	FALSE	3
Q12334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223		0	FALSE	3
Q0ZCJ7	Mus musculus	Metazoa	421		0	FALSE	1
Q9BQS6	Homo sapiens	Metazoa	159		0	FALSE	3
O74954	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613		0	FALSE	3
P41348	Spinacia oleracea	Viridiplantae	144		0	FALSE	0
Q06629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	674		0	FALSE	4
Q9BYB4	Homo sapiens	Metazoa	327		0	FALSE	4
Q21773	Caenorhabditis elegans	Metazoa	489		0	FALSE	0
Q02959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	697		0	FALSE	0
Q9SZR3	Arabidopsis thaliana	Viridiplantae	1017		0	FALSE	2
Q10210	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391		0	FALSE	2
Q96255	Arabidopsis thaliana	Viridiplantae	430		0	FALSE	0
P40028	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	759		0	FALSE	2
Q91YT0	Mus musculus	Metazoa	464		0	FALSE	1
Q68DD2	Homo sapiens	Metazoa	849		0	FALSE	3
P59178	Mus musculus	Metazoa	703		0	FALSE	3
O80952	Arabidopsis thaliana	Viridiplantae	296		0	FALSE	0
P61961	Mus musculus	Metazoa	85		0	FALSE	1
Q8VZ80	Arabidopsis thaliana	Viridiplantae	539		0	TRUE	2
Q659A1	Homo sapiens	Metazoa	982		0	FALSE	4
P50876	Homo sapiens	Metazoa	292		0	FALSE	0
Q96N77	Homo sapiens	Metazoa	438		0	FALSE	0
Q20716	Caenorhabditis elegans	Metazoa	267		0	FALSE	2
P39689	Mus musculus	Metazoa	159		0	FALSE	0
O14338	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	891		0	FALSE	3
P48634	Homo sapiens	Metazoa	2157		0	FALSE	4
A0A2I0BUK1	Plasmodium falciparum (isolate NF54)	Other	893		0	FALSE	3
Q94131	Caenorhabditis elegans	Metazoa	335		0	FALSE	3
Q9Y6D0	Homo sapiens	Metazoa	94		0	TRUE	3
Q9USJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	218		0	FALSE	4
Q9DB77	Mus musculus	Metazoa	453		0	FALSE	3
Q10252	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	358		0	TRUE	4
Q24400	Drosophila melanogaster	Metazoa	495		0	FALSE	2
G1X9H9	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	Fungi	411		0	FALSE	3
Q96I23	Homo sapiens	Metazoa	114		0	FALSE	4
Q9P7S6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	274		0	FALSE	1
Q39249	Arabidopsis thaliana	Viridiplantae	462		0	FALSE	4
P17629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	752		0	FALSE	2
Q5HYK7	Homo sapiens	Metazoa	790		0	FALSE	4
Q96QE3	Homo sapiens	Metazoa	1844		0	FALSE	4
Q9FJW6	Arabidopsis thaliana	Viridiplantae	798		0	FALSE	3
Q61471	Mus musculus	Metazoa	362		0	FALSE	2
P39706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426		0	FALSE	2
Q08213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		0	FALSE	1
E9Q9M8	Mus musculus	Metazoa	600		0	FALSE	3
Q9C9M6	Arabidopsis thaliana	Viridiplantae	196		0	FALSE	1
Q12305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139		0	FALSE	3
Q3LHL9	Drosophila melanogaster	Metazoa	1658		0	FALSE	1
Q9LVH4	Arabidopsis thaliana	Viridiplantae	177		0	FALSE	3
Q8WVI0	Homo sapiens	Metazoa	70		0	TRUE	2
Q7YR75	Bos taurus	Metazoa	198		0	FALSE	3
Q9QX74	Rattus norvegicus	Metazoa	1474		0	FALSE	3
P36152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348		0	FALSE	0
Q01295	Drosophila melanogaster	Metazoa	727		0	FALSE	3
Q9C8J7	Arabidopsis thaliana	Viridiplantae	509		0	FALSE	2
Q9FVU9	Arabidopsis thaliana	Viridiplantae	358		0	FALSE	3
Q9UUG2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	621		0	FALSE	2
P24919	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	273		0	FALSE	0
P52655	Homo sapiens	Metazoa	376		0	FALSE	2
Q8WXU2	Homo sapiens	Metazoa	420		0	FALSE	4
Q03435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203		0	FALSE	2
P21190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		0	FALSE	4
P54845	Homo sapiens	Metazoa	237		0	FALSE	1
Q7X7A4	Oryza sativa subsp. japonica	Viridiplantae	475		0	FALSE	2
Q923M1	Rattus norvegicus	Metazoa	233		0	FALSE	1
Q14159	Homo sapiens	Metazoa	915		0	FALSE	3
P49299	Cucurbita maxima	Viridiplantae	516		0	FALSE	3
Q9Y371	Homo sapiens	Metazoa	365		0	FALSE	2
Q13356	Homo sapiens	Metazoa	520		0	FALSE	1
Q9FLU1	Arabidopsis thaliana	Viridiplantae	454		0	FALSE	4
P53859	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292		0	FALSE	3
Q15649	Homo sapiens	Metazoa	155		0	FALSE	4
P40316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373		0	FALSE	4
B1AUS7	Mus musculus	Metazoa	101		0	FALSE	4
Q00202	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	678		0	FALSE	3
Q21502	Caenorhabditis elegans	Metazoa	870		0	FALSE	3
P38911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	411		0	FALSE	2
Q96AG4	Homo sapiens	Metazoa	307		0	FALSE	4
O43765	Homo sapiens	Metazoa	313		0	FALSE	2
Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176		0	FALSE	3
P33203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		0	FALSE	0
O13684	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261		0	FALSE	1
O15091	Homo sapiens	Metazoa	583		0	FALSE	1
P10069	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	432		0	FALSE	4
Q94BN0	Arabidopsis thaliana	Viridiplantae	364		0	FALSE	2
Q9H8M7	Homo sapiens	Metazoa	445		0	FALSE	2
Q9NXV6	Homo sapiens	Metazoa	580		0	FALSE	3
P40063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208		0	FALSE	3
P62128	Spinacia oleracea	Viridiplantae	123		0	FALSE	1
Q940X9	Arabidopsis thaliana	Viridiplantae	826		0	FALSE	0
G5DGA8	Ips pini	Metazoa	253		0	FALSE	3
Q22707	Caenorhabditis elegans	Metazoa	233		0	FALSE	4
Q230X8	Tetrahymena thermophila (strain SB210)	Other	423		0	FALSE	3
Q8L940	Arabidopsis thaliana	Viridiplantae	309		0	FALSE	3
P53088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	359		0	FALSE	2
Q53H47	Homo sapiens	Metazoa	684		0	FALSE	3
P07703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335		0	FALSE	3
Q07395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		0	FALSE	4
P53193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184		0	FALSE	4
P57680	Mus musculus	Metazoa	1005		0	TRUE	1
G5EG51	Caenorhabditis elegans	Metazoa	1270		0	FALSE	2
P80483	Amphidinium carterae	Other	323		0	FALSE	3
P53127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1403		0	FALSE	0
Q94BV2	Arabidopsis thaliana	Viridiplantae	181		0	FALSE	0
P53259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		0	FALSE	0
A0A7G5KLV3	Cananga odorata	Viridiplantae	586		0	FALSE	3
Q94A68	Arabidopsis thaliana	Viridiplantae	377		0	FALSE	0
Q9Y3E1	Homo sapiens	Metazoa	203		0	FALSE	3
P53552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1597		0	FALSE	4
Q6PIU2	Homo sapiens	Metazoa	408		0	TRUE	4
Q9VN45	Drosophila melanogaster	Metazoa	553		0	FALSE	4
Q03213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	719		0	FALSE	1
Q86X29	Homo sapiens	Metazoa	649		0	FALSE	3
Q9QXN0	Mus musculus	Metazoa	1986		0	FALSE	0
Q9NP71	Homo sapiens	Metazoa	852		0	FALSE	3
Q9US14	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	268		0	FALSE	4
Q96AJ1	Homo sapiens	Metazoa	413		0	FALSE	0
P32776	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	642		0	FALSE	2
Q5T4T1	Homo sapiens	Metazoa	132		0	TRUE	2
Q9UTJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1285		0	FALSE	1
Q15843	Homo sapiens	Metazoa	81		0	FALSE	3
Q9LD43	Arabidopsis thaliana	Viridiplantae	769		0	FALSE	3
Q8WYA6	Homo sapiens	Metazoa	563		0	FALSE	4
Q9FYT6	Zea mays	Viridiplantae	715		0	FALSE	3
Q9QXY4	Rattus norvegicus	Metazoa	580		0	FALSE	0
Q9HB07	Homo sapiens	Metazoa	376		0	FALSE	3
Q96GM8	Homo sapiens	Metazoa	510		0	FALSE	3
Q6R327	Homo sapiens	Metazoa	1708		0	FALSE	2
Q9Y2Z4	Homo sapiens	Metazoa	477		0	FALSE	3
P22697	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		0	FALSE	0
P39943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394		0	FALSE	0
P35293	Mus musculus	Metazoa	206		0	FALSE	4
P05435	Spinacia oleracea	Viridiplantae	364		0	FALSE	3
P13712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	422		0	FALSE	3
P06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1222		0	FALSE	4
Q873E4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	240		0	FALSE	1
P53874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	792		0	FALSE	3
B6HLU1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	3746		0	FALSE	4
P19735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899		0	FALSE	0
Q8VWF1	Arabidopsis thaliana	Viridiplantae	368		0	FALSE	2
Q9DB60	Mus musculus	Metazoa	201		0	FALSE	4
Q69IL4	Oryza sativa subsp. japonica	Viridiplantae	380		0	FALSE	2
Q02606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		0	FALSE	2
P32761	Chlamydomonas moewusii	Viridiplantae	218		0	FALSE	4
Q68DX3	Homo sapiens	Metazoa	1309		0	FALSE	3
Q9ZW33	Arabidopsis thaliana	Viridiplantae	83		0	FALSE	0
Q8N6F7	Homo sapiens	Metazoa	178		0	FALSE	3
Q9FVE6	Arabidopsis thaliana	Viridiplantae	245		0	FALSE	2
Q00653	Homo sapiens	Metazoa	900		0	FALSE	3
Q06598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	404		0	TRUE	1
Q7SHR9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	316		0	FALSE	3
Q9TYY7	Caenorhabditis elegans	Metazoa	478		0	TRUE	2
Q19555	Caenorhabditis elegans	Metazoa	1096		0	FALSE	4
P25046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220		0	FALSE	0
P48039	Homo sapiens	Metazoa	350		0	TRUE	3
Q0E7J7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	325		0	FALSE	3
Q9NRZ7	Homo sapiens	Metazoa	376		0	FALSE	4
Q6P4A7	Homo sapiens	Metazoa	337		0	FALSE	1
Q965W2	Caenorhabditis elegans	Metazoa	407		0	FALSE	4
P42774	Arabidopsis thaliana	Viridiplantae	315		0	FALSE	1
Q9VMD0	Drosophila melanogaster	Metazoa	1659		0	FALSE	3
Q5A287	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	805		0	FALSE	2
Q06632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1357		0	FALSE	2
Q63ZY3	Homo sapiens	Metazoa	851		0	FALSE	0
P15847	Plasmodium falciparum	Other	184		0	FALSE	2
P56192	Homo sapiens	Metazoa	900		0	FALSE	2
P82130	Spinacia oleracea	Viridiplantae	183		0	FALSE	1
Q9ESJ7	Mus musculus	Metazoa	259		0	FALSE	1
Q61823	Mus musculus	Metazoa	469		0	FALSE	2
Q9UJM8	Homo sapiens	Metazoa	370		0	FALSE	0
Q1K5R0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	108		0	FALSE	0
Q9P7B7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		0	FALSE	0
Q9JMA2	Mus musculus	Metazoa	403		0	FALSE	4
P16862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	959		0	FALSE	1
Q12045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647		0	FALSE	4
Q9UJ42	Homo sapiens	Metazoa	338		0	TRUE	0
P52488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636		0	FALSE	1
O88873	Rattus norvegicus	Metazoa	529		0	FALSE	1
O74975	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	362		0	FALSE	2
Q9Y5Z4	Homo sapiens	Metazoa	205		0	FALSE	0
Q9S7Z2	Arabidopsis thaliana	Viridiplantae	319		0	FALSE	1
Q08282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695		0	FALSE	0
P30706	Pisum sativum	Viridiplantae	457		0	FALSE	2
Q93560	Caenorhabditis elegans	Metazoa	817		0	FALSE	2
Q969G3	Homo sapiens	Metazoa	411		0	FALSE	4
Q6NZY4	Homo sapiens	Metazoa	707		0	FALSE	3
P38075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	228		0	FALSE	2
P43596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	787		0	FALSE	1
Q8MIR0	Sus scrofa	Metazoa	373		0	FALSE	0
Q93YU8	Arabidopsis thaliana	Viridiplantae	796		0	FALSE	3
Q9DBD5	Mus musculus	Metazoa	1123		0	FALSE	1
Q20977	Caenorhabditis elegans	Metazoa	567		0	FALSE	1
O75575	Homo sapiens	Metazoa	148		0	FALSE	3
P35637	Homo sapiens	Metazoa	526		0	FALSE	4
Q7TMA4	Mus musculus	Metazoa	361		0	TRUE	4
P97577	Rattus norvegicus	Metazoa	393		0	FALSE	2
Q9M9L6	Arabidopsis thaliana	Viridiplantae	211		0	FALSE	3
Q00013	Homo sapiens	Metazoa	466		0	FALSE	0
Q9LVS0	Arabidopsis thaliana	Viridiplantae	365		0	FALSE	3
Q8TEK3	Homo sapiens	Metazoa	1537		0	FALSE	0
P22985	Rattus norvegicus	Metazoa	1331		0	FALSE	4
P47130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423		0	FALSE	0
Q9UTH3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	775		0	FALSE	0
Q98TA5	Xenopus laevis	Metazoa	896		0	FALSE	3
Q15049	Homo sapiens	Metazoa	377		0	TRUE	3
Q61624	Mus musculus	Metazoa	794		0	FALSE	2
Q9VHB0	Drosophila melanogaster	Metazoa	874		0	FALSE	4
Q8LDL0	Arabidopsis thaliana	Viridiplantae	231		0	FALSE	4
P06267	Marchantia polymorpha	Viridiplantae	289		0	FALSE	4
Q9P7Y0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	395		0	FALSE	1
Q99547	Homo sapiens	Metazoa	160		0	FALSE	4
Q15365	Homo sapiens	Metazoa	356		0	FALSE	1
Q9H8H0	Homo sapiens	Metazoa	719		0	FALSE	2
P40305	Homo sapiens	Metazoa	122		0	TRUE	0
Q8I299	Plasmodium falciparum (isolate 3D7)	Other	791		0	FALSE	0
Q08245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		0	FALSE	1
Q96Q11	Homo sapiens	Metazoa	434		0	FALSE	0
Q5QGS0	Homo sapiens	Metazoa	1516		0	FALSE	0
P17442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1178		0	FALSE	3
Q9UNQ2	Homo sapiens	Metazoa	313		0	FALSE	2
Q04781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1562		0	FALSE	2
Q5BKR2	Mus musculus	Metazoa	547		0	TRUE	3
E9P8D2	Saccharomyces cerevisiae	Fungi	229		0	FALSE	1
Q01329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785		0	FALSE	2
P47118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	141		0	FALSE	4
Q06682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500		0	FALSE	3
Q9ULE6	Homo sapiens	Metazoa	856		0	FALSE	3
O94708	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	394		0	FALSE	3
Q3SZC1	Bos taurus	Metazoa	217		0	FALSE	2
Q14203	Homo sapiens	Metazoa	1278		0	FALSE	0
P32569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687		0	FALSE	0
P23369	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		0	FALSE	3
P25208	Homo sapiens	Metazoa	207		0	FALSE	1
Q21691	Caenorhabditis elegans	Metazoa	1057		0	FALSE	1
A1A519	Homo sapiens	Metazoa	330		0	FALSE	1
P25420	Heliothis virescens	Metazoa	569		0	FALSE	3
Q9W261	Drosophila melanogaster	Metazoa	775		0	FALSE	2
Q8LIY8	Oryza sativa subsp. japonica	Viridiplantae	569		0	FALSE	3
Q9S816	Arabidopsis thaliana	Viridiplantae	521		0	FALSE	1
P36064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		0	FALSE	1
P56182	Homo sapiens	Metazoa	461		0	FALSE	2
Q1MTN9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	544		0	FALSE	4
Q969Y2	Homo sapiens	Metazoa	492		0	FALSE	0
Q60838	Mus musculus	Metazoa	736		0	FALSE	0
Q86VP6	Homo sapiens	Metazoa	1230		0	FALSE	4
Q7Z624	Homo sapiens	Metazoa	323		0	FALSE	0
Q9UUH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		0	FALSE	4
A8J785	Chlamydomonas reinhardtii	Viridiplantae	209		0	TRUE	3
Q9NWT6	Homo sapiens	Metazoa	349		0	FALSE	2
Q8C886	Mus musculus	Metazoa	610		0	FALSE	4
Q27403	Drosophila melanogaster	Metazoa	504		0	FALSE	4
Q9JM80	Rattus norvegicus	Metazoa	424		0	TRUE	2
Q61097	Mus musculus	Metazoa	873		0	FALSE	0
